RESTAURANT;DIRECCION;NOMBRE_PLATO;DESCRIPCION_PLATO;URL
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Plateada + Papas;Plateada de vacuno al vino tinto con papas fritas para compartir, 4 personas.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Lasagna Boloñesa;Lasagna boloñesa familiar, 4 personas.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Pollo + Papas;Un pollo asado para compartir en familia con papas fritas 300 gr, para 4 personas.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Cazuela de Vacuno;El plato mas popular. con todo el sabor característico de sello gourmet.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Pollo Asado con Agregado;Jugoso y fresco pollo asado acompañado con arroz y papas fritas.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Ensalada Cesar Pollo;Ensalada de lechuga, crutones, aderezo cesar de la casa, queso parmesano rallado y pollo, acompañamiento a elegir.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Ensalada Cesar Champiñón;Ensalada de lechuga, crutones, aderezo cesar de la casa, queso parmesano rallado y champiñones, acompañamiento a elegir.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Ensalada Cesar Atún;Ensalada de lechuga, crutones, aderezo cesar de la casa, queso parmesano rallado y atún, acompañamiento a elegir.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Omelette de Champiñon Queso con Agregado;Tortilla de huevo con queso fundido y champiñones salteados con agregado de arroz y papas fritas.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Filete de Pollo a la Plancha con Agregad;Suprema de pollo a la plancha con acompañamiento de arroz y papas fritas.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Pollo a Lo Pobre;Suprema de pollo a la plancha con agregado de papas fritas, cebolla y huevos fritos.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Carne a la Cacerola con Agregado;Carne guisada a la cacerola con acompañamiento de arroz y papas fritas.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Chuleta de Cerdo con Agregado;Chuleta de cerdo con acompañamiento de arroz y papas fritas.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Hamburguesa Casera;Hamburguesa de vacuno casera con lechuga, tomate, cebolla y salsas de la casa, acompañamiento  elegir.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Chuleta a lo Pobre;Chuleta de cerdo acompañada de papas fritas, cebollas salteadas y huevo frito.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Lomo Liso con Agregado;Lomo liso de vacuno a la placha con agregado de arroz y papas fritas.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Lomo a Lo Pobre;Lomo liso de vacuno con agregado de papas fritas, cebolla y huevos fritos.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Poke Bowl Pollo Teriyaki;Exquisito arroz shari acompañado de frescos toppings como palta, cebolla morada, queso crema, choclo, zanahoria, cebollin y pollo crispy.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Poke Bowl Vegetariano;Exquisito arroz shari acompañado de toppings como palta, queso crema, champiñon salteado, repollo morado.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Burger Lenteja;Hamburguesa de lentejas con lechuga, tomate y cebolla.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Burger Garbanzo;Hamburguesa de garbanzos con lechuga, tomate y cebolla.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Sándwich Italiano;Pan con proteína a elegir, palta, tomate y mayo.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Sándwich Luco;Pan con proteína a elegir y queso derretido.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Sándwich Chacarero;Pan con proteína a elegir, poroto verde, ají verde, tomate y mayo.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Empanada de Pino;Empanada de carne picada de vacuno, cebolla, huevo y aceituna.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Empanada Napolitana;Empanada de queso con jamón, tomate, aceituna, orégano.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Empanada Plateada con Queso;Empanada de plateada de vacuno con queso.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Empanada Queso Masa de Hoja;Empanada de queso en masa de hoja.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Empanada de Queso Frita;Empana de queso frita.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Empanada de Camarón y Queso;Empanada de camarón y queso frita.;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Benedictino Sin Gas 500 ml;Agua;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Benedictino con Gas 500 ml;Agua;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Coca-Cola Original 591 ml;Bebida;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Coca-Cola Sin Azúcar 591 ml;Bebida;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Sprite 591 ml;Bebida;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Sello Gourmet Chicureo;carretera gral san martin, dentro del strip center Rutamarket, Colina, Región Metropolitana, Chile;Fanta Naranja 591 ml;Bebida;https://www.rappi.cl/restaurantes/900082977-sello-gourmet-chicureo
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Combo Friends;1 Porción de papas 500 gr,  6 filetillos de pollo, 10 aros de cebolla, , 1 pop corn, 1 bebida 1.5 lts, y 2 salsas adicionales.;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Combo Family;1 Papa gigante (1kg), 10 filetitos de pollo, 10 aros de cebolla, 1 pop corn, 10 empanadas de queso, 1 bebida 1,5l y 3 salsas adicionales.;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Combo 1;1 Pollo entero asado + papas fritas 500 grs. o arroz;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Combo 1 Xl;1 Pollo asado + papas fritas 500 grs + 6 empanadas de queso;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Combo Pechuga Xl Apanada;6 Pechugas de pollo apanadas  + 6 empanadas de queso + 6 aros de cebolla + 500 grs de papas fritas;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Combo 2;1 Pollo asado + papas fritas 1 kg. + 12 empanadas de queso;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Combo 3;1 Costilla de cerdo bbq + papas fritas 500 grs. o arroz;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Combo 4;1 Costilla de cerdo bbq + papas fritas 1 kg + 12 empanadas de queso;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Combo 5;2 Pollos asados + papas fritas 1 kg.;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Super Combo;"1 Pollo asado + 1 costilla de cerdo bbq + papas fritas 1 kg + 12
aros de cebolla";https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Combo Pop Corn;Chicken pop corn (400 grs) + 6 empanadas de queso  + 2 bebidas lata 350 cc;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Super Pop Corn;Chicken pop corn (400 grs) + papas fritas 500 grs + 12 aros de cebolla;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Chicken Box;Papas fritas (100 grs) + 3 filetillos de pollo  + 1 jugo caja + 1 compota + 1 juguete sorpresa;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Lunch Papas.;Lunch de papas con empanadas,  más proteína y bebida lata a elección (pieza pollo no a elección);https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Red Bull & Wings;4 Alitas re hot + 4  aros de cebolla + porción de papas + 1 red bull;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Lunch Arroz;Lunch de arroz con empanadas,  más proteína y bebida lata a elección.(pieza pollo no a elección);https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Lunch Costilla;1/2 Costilla + acompañamiento + 1 bebida 350cc;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Almuerzo Pollo;1/4 De pollo ( pieza no a elección) + acompañamiento a elección;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Top Fries Mechada Bbq;1 Porción de papas fritas + carne mechada, salsa bbq y cebolla crispy;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Top Fries Mechada Cheddar;1 Porción de papas fritas + carne mechada, salsa cheddar y cebolla crispy;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Top Fries Tocino Cheddar;1 Porción de papas fritas + tocino frito y salsa cheddar;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Top Fries Costilla Mechada Bbq;1 Porción de papas fritas +  costilla mechada, salsa bbq y cebolla crispy;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Comparte Pop Corn;Chicken pop corn + 2 latas bebida.;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Empanadas De Queso;Empanadas rellenas de queso;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Aros De Cebolla;12 Deliciosas unidades de aros de cebolla;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Nuggets De Pollo;8 Unidades de deliciosos nuggets de pollo.;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Filetillos Pollo Crispy;6 Unidades de deliciosos filetillos de pollo crispy.;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Chicken Pop Corn;Pop corn para 2 personas.;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Vegetal Nuggets;20 Nuggets vegetarianos con todo el sabor del pollo, sin pollo.;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Alitas De Pollo Red Hot;9 Unidades de deliciosas alitas picantes.;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Mozarella Stick.;8 O 16 unidades de mozarella stick;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Beach Summer Box;Papas fritas 500grs + 8 filetillos + 8 aros de cebolla + 6 mozzarella stick + bbq;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Empanadas De Pino;Elige entre 6 o 9 empanadas rellenas de pino.;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Pollo Entero;Pollo entero asado y trozado;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Pechugas De Pollo Apanada 6ud;6 Unidades;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;1/2 Pollo Asado;1/2 Pollo asado trutro + pechuga;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;1/4 Pollo Asado;1/4 De pollo asado, trutro o pechuga.;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Costilla Asada Bbq;Costilla asada bbq;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Papas Fritas;Para fritas 500 grs;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Papas Rústicas;Para fritas rusticas 500 grs;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Arroz;Para 3 personas.;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Papas Gigantes;Papas fritas grandes;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Bebidas 1.5 Lts;Elige tu bebida favorita;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Bebidas 350 Cc;Elige tu bebida o agua favorita;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Red Bull;Elige tu red bull favorita;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Chicken Factory;Av. Chamisero 9790, Chicureo, Colina, Chile, local 8;Salsas.;Elige tu salsa favorita;https://www.rappi.cl/restaurantes/900025918-chicken-factory
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;2 Porciones Nuggets;¡20 unidades en total! Nuggets 2 porciones de 10 cada una.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;4 Classic Burgers + 4 Bebidas;4 Hamburguesas. Cada una con 150gr de proteína a elección, queso cheddar, lechuga, tomate, y salsa burgery de mayonesa, ketchup y mostaza. Incluye las 4 porciones de papas fritas, y 4 bebidas 350cc a elección.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;2 BBQ Burger;2 Hamburguesas. Cada una tiene 150gr de proteína a elección, queso cheddar, cebolla grillada, onion rings, tocino ahumado, salsa bbq, y mayonesa burgery. Incluye las 2 porciones de papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Triple Cheese Burger;Hamburguesa TRIPLE 450gr. de proteína a elección, con TRIPLE queso cheddar. Incluye papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Italian Burger + Bebida;Hamburguesa 150gr de proteína a elección. Tiene tomate, palta hass, y mayonesa burgery. Incluye papas fritas y Bebida individual a elección;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Classic Burger Especial;Hamburguesa 150gr de proteína a elección. Tiene queso cheddar, lechuga, tomate, tocino ahumado, cebolla grillada, y salsa burgery de mayonesa, ketchup y mostaza. Incluye papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Coleslaw Chicken & Papas;Sándwich de pollo frito, acompañado de cremoso coleslaw, pepinillos y mayonesa. Incluye porción de papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;2 Porciones Papas Burgery;2 Porciones de Papas a elección (Combina como quieras).  Papas Grandes Cheddar Bacon (300g. para 2 app.), y/o Papas Grandes Salsa Cheddar con cebollín  (300g. para 2 app.). En total alcanza para 4-5 personas el combo.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Nuggets 10 Unidades;Nuggets 10 unidades, porción;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Onion Rings;Onion rings 10 unidades.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Mozzarella sticks;Mozzarella sticks 6 unidades.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Papas Fritas;Papas fritas grandes con Sal. Para 2 personas App 300gr.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Papas Grandes Cheddar Bacon;Papas grandes cheddar bacon, porción. 300g. para 2 app.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Papas Grandes Salsa Cheddar;Porción de papas fritas con salsa cheddar y un toque de cebollín. Para 2 personas app.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Papas Grandes Cheddar Camarones;Porción de papas fritas con salsa cheddar y camarones 500gr. Para 2 personas App.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Papas Cheddar Mechada;Papas fritas con salsa de queso cheddar, carne mechada y cebollin. para 2 personas App.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Papas con Salsa Cheddar Veggie;Papas fritas con salsa de queso cheddar, pimentones y cebolla grillada. 300gr, para 2 personas App.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;King Burger;Hamburguesa 150gr de proteína a elección. Tiene camarones ecuatorianos, queso cheddar, cebolla grillada, tomate, lechuga, y mayonesa burgery. Incluye porción de papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;BBQ Burger;Hamburguesa 150gr de proteína a elección. Tiene queso cheddar, cebolla grillada, onion rings, tocino ahumado, salsa bbq, y mayonesa burgery. Incluye porción de papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Classic Burger;Hamburguesa 150gr de proteína a elección. Tiene queso cheddar, lechuga, tomate, y salsa burgery de mayonesa, ketchup y mostaza. Incluye papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Red Burger;Hamburguesa 150gr de proteína a elección. Tiene salsa burgery, queso cheddar, y pimentón rojo. Incluye papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Blue Burger;Hamburguesa 150gr de proteína a elección. Tiene queso azul, lechuga escarola, cebolla grillada, y mayonesa burgery. Incluye papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Classic Burger Especial;Hamburguesa 150gr de proteína a elección. Tiene queso cheddar, lechuga, tomate, tocino ahumado, cebolla grillada, y salsa burgery de mayonesa, ketchup y mostaza. Incluye papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Bacon Burger;Hamburguesa 150gr de proteína a elección. Tiene queso cheddar, tocino ahumado, y salsa burgery de mayonesa, ketchup y mostaza. Incluye papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Italian Burger;Hamburguesa 150gr de proteína a elección. Tiene tomate, palta hass, y mayonesa burgery. Incluye papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Cheese Burger;Hamburguesa 150gr de proteína a elección con queso cheddar. Incluye papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Cheddar Avocado Burger;Hamburguesa 150gr de proteína a elección. Tiene queso cheddar, tocino ahumado, palta y mayonesa. Incluye papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Oklahoma Burger;Hamburguesa 150gr de proteína a elección. Tiene queso cheddar y cebolla grillada. Incluye papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Sándwich Chacarero;Sándwich con proteína a elección, porotos verdes, ají verde, tomate y mayonesa burgery. Incluye porción de papas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Cheese Chicken & Papas;Sándwich de pollo frito, acompañado de queso cheddar. Incluye porción de papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Big Chicken & Papas;Sándwich de pollo frito, acompañado de queso cheddar, lechuga, cebolla, pepinillos y salsa especial de la casa. Incluye porción de papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Cheddar 2.0 Chicken & Papas;Sándwich de pollo frito, acompañado de pepinillos, salsa bbq, queso cheddar, tocino ahumado y palta hass. Incluye porción de papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Coleslaw Chicken & Papas;Sándwich de pollo frito, acompañado de cremoso coleslaw, pepinillos y mayonesa. Incluye porción de papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
Burgery;Av. El Valle 2700, Santiago, Colina, Región Metropolitana. Local 3;Italian Chicken & Papas;Sándwich de pollo frito, acompañado de tomate, palta hass y mayonesa. Incluye porción de papas fritas.;https://www.rappi.cl/restaurantes/900026546-burgery
