;Nombre Restaurant;URL RESTAURANT
613;Pancitosyu;https://www.rappi.cl/restaurantes/900074569-pancitosyu
614;Churros Meds;https://www.rappi.cl/restaurantes/900075270-churros-meds
615;Mechada Donde la Abuela;https://www.rappi.cl/restaurantes/900075485-mechada-donde-la-abuela
616;Polloclock;https://www.rappi.cl/restaurantes/900077463-polloclock
617;La Tequeñería Estación Central;https://www.rappi.cl/restaurantes/900078686-la-tequeneria-estacion-central
618;La Tequeñería la Reina;https://www.rappi.cl/restaurantes/900078698-la-tequeneria-la-reina
619;This Is Vegan;https://www.rappi.cl/restaurantes/900079964-this-is-vegan
620;Rincon la Pizza;https://www.rappi.cl/restaurantes/900080517-rincon-la-pizza
621;The Kings Papa;https://www.rappi.cl/restaurantes/900083436-the-kings-papa
622;Nicecream;https://www.rappi.cl/restaurantes/372-nicecream
623;Pedro Juan & Diego;https://www.rappi.cl/restaurantes/900015580-pedro-juan-y-diego
624;Schopdog;https://www.rappi.cl/restaurantes/900025658-schopdog
625;Bendita Sopaipilla;https://www.rappi.cl/restaurantes/900026170-bendita-sopaipilla
626;Vecchia Casa;https://www.rappi.cl/restaurantes/900026991-vecchia-casa
627;Tortas Santa Ana;https://www.rappi.cl/restaurantes/900027447-tortas-santa-ana
628;Juan Valdez Café;https://www.rappi.cl/restaurantes/900032563-juan-valdez-cafe
629;El Dandy;https://www.rappi.cl/restaurantes/900035843-el-dandy
630;La Fragazza Pizza;https://www.rappi.cl/restaurantes/900036084-la-fragazza-pizza
631;Verace Pizza;https://www.rappi.cl/restaurantes/900036788-verace-pizza
632;Obvious Burger;https://www.rappi.cl/restaurantes/900036806-obvious-burger
633;Coppelia;https://www.rappi.cl/restaurantes/900039156-coppelia
634;Happy Gelato;https://www.rappi.cl/restaurantes/900070302-happy-gelato
635;Fiki Burger;https://www.rappi.cl/restaurantes/900073000-fiki-burger
636;The BIG Burgery;https://www.rappi.cl/restaurantes/900077720-the-big-burgery
637;Catrinas Mexican Food;https://www.rappi.cl/restaurantes/900081244-catrinas-mexican-food
638;Cineplanet;https://www.rappi.cl/restaurantes/900081307-cineplanet
639;Omg Pizza;https://www.rappi.cl/restaurantes/900083395-omg-pizza
640;Pronto Sándwich;https://www.rappi.cl/restaurantes/900014238-pronto-sandwich
641;Velvet Bakery;https://www.rappi.cl/restaurantes/900017451-velvet-bakery
642;Los Egipcios;https://www.rappi.cl/restaurantes/900024692-los-egipcios
643;La Burguesería;https://www.rappi.cl/restaurantes/900029077-la-burgueseria
644;Q riko;https://www.rappi.cl/restaurantes/900035631-q-riko
645;La Pichuleria;https://www.rappi.cl/restaurantes/900041261-la-pichuleria
646;PARRILLADAS ARGENTINA ALAMEDA;https://www.rappi.cl/restaurantes/900048573-parrilladas-argentina-alameda
647;Deleite Churros;https://www.rappi.cl/restaurantes/900073368-deleite-churros
648;Le Ñam Burgers;https://www.rappi.cl/restaurantes/900073429-le-nam-burgers
649;Queee Pollos;https://www.rappi.cl/restaurantes/900075006-queee-pollos
650;Montpellier Cafe;https://www.rappi.cl/restaurantes/900077870-montpellier-cafe
651;La Brava Sangucheria Manuel Montt;https://www.rappi.cl/restaurantes/900082652-la-brava-sangucheria-manuel-montt
652;Italita;https://www.rappi.cl/restaurantes/900014081-italita
653;Pollo Stop Crispy;https://www.rappi.cl/restaurantes/900018331-pollo-stop-crispy
654;THE FRITAS;https://www.rappi.cl/restaurantes/900026009-the-fritas
655;Biteme Organic Burger;https://www.rappi.cl/restaurantes/900030543-biteme-organic-burger
656;megasandwich el bajon;https://www.rappi.cl/restaurantes/900031596-megasandwich-el-bajon
657;Sublime Pastelería;https://www.rappi.cl/restaurantes/900032106-sublime-pasteleria
658;El Karim;https://www.rappi.cl/restaurantes/900035777-el-karim
659;Por la Fruta;https://www.rappi.cl/restaurantes/900036750-por-la-fruta
660;La Merienda Empanadas;https://www.rappi.cl/restaurantes/900037038-la-merienda-empanadas
661;La Antojería;https://www.rappi.cl/restaurantes/900071622-la-antojeria
662;Lasagna & Pasta 90;https://www.rappi.cl/restaurantes/900075367-lasagna-y-pasta-90
663;Noi Siamo Trattoria;https://www.rappi.cl/restaurantes/900079313-noi-siamo-trattoria
664;Pizzarella Renca;https://www.rappi.cl/restaurantes/900080201-pizzarella-renca
665;Barrio Peru 2;https://www.rappi.cl/restaurantes/900080904-barrio-peru-2
666;Entre Laloslololo;https://www.rappi.cl/restaurantes/900083623-entre-laloslololo
667;Pastelería Fufu;https://www.rappi.cl/restaurantes/900014992-pasteleria-fufu
668;Kiosko Roca Centro;https://www.rappi.cl/restaurantes/900015554-kiosko-roca-centro
669;Rustik Cafetería de Especialidad;https://www.rappi.cl/restaurantes/900021399-rustik-cafeteria-de-especialidad
670;Mango Pastelería 0% Azúcar;https://www.rappi.cl/restaurantes/900023692-mango-pasteleria-0por-ciento-azucar
671;Chicken Tea;https://www.rappi.cl/restaurantes/900026040-chicken-tea
672;Sabro Pollo;https://www.rappi.cl/restaurantes/900065939-sabro-pollo
673;Walk 2 Salad;https://www.rappi.cl/restaurantes/900075230-walk-2-salad
674;Gusti Vegan;https://www.rappi.cl/restaurantes/900075272-gusti-vegan
675;Que Tentacion Cafe;https://www.rappi.cl/restaurantes/900077810-que-tentacion-cafe
676;Pizzeria Ciao Ciao;https://www.rappi.cl/restaurantes/900078279-pizzeria-ciao-ciao
677;Pastelera Dolny;https://www.rappi.cl/restaurantes/900078393-pastelera-dolny
678;La Casa Del Tequeño;https://www.rappi.cl/restaurantes/900080692-la-casa-del-tequeno
679;McDonald's;https://www.rappi.cl/restaurantes/900082874-mcdonalds
680;Cafeteria Incuba;https://www.rappi.cl/restaurantes/900083842-cafeteria-incuba
681;Cacao y Manjar;https://www.rappi.cl/restaurantes/900084964-cacao-y-manjar
682;La Maestranza;https://www.rappi.cl/restaurantes/900014661-la-maestranza
683;El Arepazo;https://www.rappi.cl/restaurantes/900015909-el-arepazo
684;Punto Dulce;https://www.rappi.cl/restaurantes/900025713-punto-dulce
685;Madison Coffee;https://www.rappi.cl/restaurantes/900027269-madison-coffee
686;Kong Lung;https://www.rappi.cl/restaurantes/900027304-kong-lung
687;Green Vitality;https://www.rappi.cl/restaurantes/900035908-green-vitality
688;Mechada Smile Ñuñoa;https://www.rappi.cl/restaurantes/900068828-mechada-smile-nunoa
689;Come Fry With Me;https://www.rappi.cl/restaurantes/900072668-come-fry-with-me
690;Bagel Burger;https://www.rappi.cl/restaurantes/900077719-bagel-burger
691;La Casa de Las Papas Fritas;https://www.rappi.cl/restaurantes/900080675-la-casa-de-las-papas-fritas
692;Emporio La Rosa;https://www.rappi.cl/restaurantes/900015793-emporio-la-rosa
693;Pizza Hut;https://www.rappi.cl/restaurantes/900019006-pizza-hut
694;Cafeteria Dulce Vainilla;https://www.rappi.cl/restaurantes/900020957-cafeteria-dulce-vainilla
695;Zepellin;https://www.rappi.cl/restaurantes/900022161-zepellin
696;Quinta Nativa;https://www.rappi.cl/restaurantes/900029272-quinta-nativa
697;Moritas Bakery;https://www.rappi.cl/restaurantes/900029481-moritas-bakery
698;Oliva Ensalada Sandwich & Algo Mas;https://www.rappi.cl/restaurantes/900031552-oliva-ensalada-sandwich-y-algo-mas
699;La Mexicana;https://www.rappi.cl/restaurantes/900041105-la-mexicana
700;Inside Deli By Tea Connection;https://www.rappi.cl/restaurantes/900048500-inside-deli-by-tea-connection
701;Tutto Vegani;https://www.rappi.cl/restaurantes/900075707-tutto-vegani
702;Bloke Burger;https://www.rappi.cl/restaurantes/900078296-bloke-burger
703;Cachapas Yayita y Algo Mas Spa;https://www.rappi.cl/restaurantes/900079031-cachapas-yayita-y-algo-mas-spa
704;Chicken Cowboy;https://www.rappi.cl/restaurantes/900081507-chicken-cowboy
705;Shawerma el Baba;https://www.rappi.cl/restaurantes/900083046-shawerma-el-baba
706;Take Eat;https://www.rappi.cl/restaurantes/900027000-take-eat
707;Magnolia By Flopi Group;https://www.rappi.cl/restaurantes/900074751-magnolia-by-flopi-group
708;La Sandwicheria;https://www.rappi.cl/restaurantes/900080530-la-sandwicheria
709;Get It Santiago;https://www.rappi.cl/restaurantes/900080966-get-it-santiago
710;Churrisimo Santiago Centro;https://www.rappi.cl/restaurantes/900081243-churrisimo-santiago-centro
711;Alexandrina Gelateria Santiago;https://www.rappi.cl/restaurantes/900082213-alexandrina-gelateria-santiago
712;American Burger;https://www.rappi.cl/restaurantes/900015132-american-burger
713;Rico y Rapido;https://www.rappi.cl/restaurantes/900024758-rico-y-rapido
714;Huerto Vurger;https://www.rappi.cl/restaurantes/900078616-huerto-vurger
715;Fasfu Burgers;https://www.rappi.cl/restaurantes/900078775-fasfu-burgers
716;Q Riko Vitacura;https://www.rappi.cl/restaurantes/900080616-q-riko-vitacura
717;Garage 0276;https://www.rappi.cl/restaurantes/900037690-garage-0276
718;U.K Vegan Burger;https://www.rappi.cl/restaurantes/900066428-uk-vegan-burger
719;Injera;https://www.rappi.cl/restaurantes/900067205-injera
720;Bang Burgers;https://www.rappi.cl/restaurantes/900016984-bang-burgers
721;England Vegan Burger;https://www.rappi.cl/restaurantes/900077363-england-vegan-burger
722;The Chilean;https://www.rappi.cl/restaurantes/900014944-the-chilean
723;Señor Burger;https://www.rappi.cl/restaurantes/900026047-senor-burger
724;Cafetería Between;https://www.rappi.cl/restaurantes/900031461-cafeteria-between
725;Hdp;https://www.rappi.cl/restaurantes/900074020-hdp
726;Caracas Burger by El Arepazo;https://www.rappi.cl/restaurantes/900021454-caracas-burger-by-el-arepazo
727;Pablitos Burguer;https://www.rappi.cl/restaurantes/900074929-pablitos-burguer
728;What Burger;https://www.rappi.cl/restaurantes/900075025-what-burger
729;Cafetería La Once;https://www.rappi.cl/restaurantes/900030302-cafeteria-la-once
730;Coffe & Crepes Santiago;https://www.rappi.cl/restaurantes/900032330-coffe-y-crepes-santiago
731;La sucursal del cielo;https://www.rappi.cl/restaurantes/900040093-la-sucursal-del-cielo
732;cafeteria y emporio riel;https://www.rappi.cl/restaurantes/900041244-cafeteria-y-emporio-riel
733;Ais Burger;https://www.rappi.cl/restaurantes/900069816-ais-burger
734;Honor Burgers;https://www.rappi.cl/restaurantes/900048698-honor-burgers
735;Loops & Coffee;https://www.rappi.cl/restaurantes/900024954-loops-y-coffee
736;Open Burger;https://www.rappi.cl/restaurantes/900075007-open-burger
737;Miky Mechas;https://www.rappi.cl/restaurantes/900030533-miky-mechas
738;Burger Sin;https://www.rappi.cl/restaurantes/900065974-burger-sin
739;Toro Sazon;https://www.rappi.cl/restaurantes/900079326-toro-sazon
740;El Mundo de Las Hamburguesas;https://www.rappi.cl/restaurantes/900081229-el-mundo-de-las-hamburguesas
741;Ay mi madre;https://www.rappi.cl/restaurantes/900014882-ay-mi-madre
742;Frosty Shakes;https://www.rappi.cl/restaurantes/900018400-frosty-shakes
743;Under Coffee;https://www.rappi.cl/restaurantes/900037403-under-coffee
744;A SUSHI;https://www.rappi.cl/restaurantes/900039261-a-sushi
745;Albus Sushi;https://www.rappi.cl/restaurantes/900078415-albus-sushi
746;Veggie´s 310;https://www.rappi.cl/restaurantes/900074155-veggies-310
747;Tamashi Express;https://www.rappi.cl/restaurantes/900078270-tamashi-express
748;Otto Pollo;https://www.rappi.cl/restaurantes/900019720-otto-pollo
749;Romani;https://www.rappi.cl/restaurantes/900021455-romani
750;Sangucheria Rosita;https://www.rappi.cl/restaurantes/900029218-sangucheria-rosita
751;Restobar Compañia 1287;https://www.rappi.cl/restaurantes/900031509-restobar-compania-1287
752;Santa Brasa;https://www.rappi.cl/restaurantes/900035914-santa-brasa
753;Mr. Vegetariano;https://www.rappi.cl/restaurantes/900073536-mr-vegetariano
754;El Mundo de la Parrilla;https://www.rappi.cl/restaurantes/900081237-el-mundo-de-la-parrilla
755;Veggie Thai;https://www.rappi.cl/restaurantes/900084515-veggie-thai
756;Gras;https://www.rappi.cl/restaurantes/900013777-gras
757;Franco 2x1;https://www.rappi.cl/restaurantes/900016608-franco-2x1
758;La esquina de la salsa y mariscos;https://www.rappi.cl/restaurantes/900020362-la-esquina-de-la-salsa-y-mariscos
759;Cachapa La Jonronera;https://www.rappi.cl/restaurantes/900029239-cachapa-la-jonronera
760;Pokewok Vegano;https://www.rappi.cl/restaurantes/900073816-pokewok-vegano
761;Pizzas Caffe Di Roma;https://www.rappi.cl/restaurantes/900074401-pizzas-caffe-di-roma
762;Que Chulada;https://www.rappi.cl/restaurantes/900080545-que-chulada
763;Cacao Bakery;https://www.rappi.cl/restaurantes/900083357-cacao-bakery
764;Indian For All;https://www.rappi.cl/restaurantes/900084071-indian-for-all
765;Fatboys Donuts;https://www.rappi.cl/restaurantes/900084890-fatboys-donuts
766;Chiken Po;https://www.rappi.cl/restaurantes/900085219-chiken-po
767;Korner Beer House;https://www.rappi.cl/restaurantes/900018409-korner-beer-house
768;La Sanguchera del Barrio;https://www.rappi.cl/restaurantes/900022790-la-sanguchera-del-barrio
769;Pasta Pazza;https://www.rappi.cl/restaurantes/900026278-pasta-pazza
770;T de Tequeño;https://www.rappi.cl/restaurantes/900027202-t-de-tequeno
771;La Chimbotana;https://www.rappi.cl/restaurantes/900028080-la-chimbotana
772;El Arabe;https://www.rappi.cl/restaurantes/900036779-el-arabe
773;El Carnal;https://www.rappi.cl/restaurantes/900037728-el-carnal
774;maktub sushi;https://www.rappi.cl/restaurantes/900048491-maktub-sushi
775;Lomo de La Fuente;https://www.rappi.cl/restaurantes/900072760-lomo-de-la-fuente
776;El Mundo de la Empanada;https://www.rappi.cl/restaurantes/900075458-el-mundo-de-la-empanada
777;El Mundo de la Cachapa Vitacura;https://www.rappi.cl/restaurantes/900080619-el-mundo-de-la-cachapa-vitacura
778;Quibop Sushi Providencia;https://www.rappi.cl/restaurantes/900082920-quibop-sushi-providencia
779;Silo Pizza Manuel Montt;https://www.rappi.cl/restaurantes/900084099-silo-pizza-manuel-montt
780;Ato Sushi;https://www.rappi.cl/restaurantes/900015146-ato-sushi
781;PanaFood;https://www.rappi.cl/restaurantes/900015296-panafood
782;C´viche;https://www.rappi.cl/restaurantes/900015926-cviche
783;Sathiri;https://www.rappi.cl/restaurantes/900017596-sathiri
784;Ferchis;https://www.rappi.cl/restaurantes/900020618-ferchis
785;Domenica;https://www.rappi.cl/restaurantes/900020832-domenica
786;Rincón Venezolano;https://www.rappi.cl/restaurantes/900021941-rincon-venezolano
787;Aloha POKÉ;https://www.rappi.cl/restaurantes/900025086-aloha-poke
788;Cocineria PyC;https://www.rappi.cl/restaurantes/900038386-cocineria-pyc
789;Que Sopaipilla;https://www.rappi.cl/restaurantes/900056880-que-sopaipilla
790;Treco Pizza;https://www.rappi.cl/restaurantes/900067713-treco-pizza
791;Sushi Bogati;https://www.rappi.cl/restaurantes/900069899-sushi-bogati
792;Happy Milkshake;https://www.rappi.cl/restaurantes/900070313-happy-milkshake
793;La Kzona;https://www.rappi.cl/restaurantes/900075524-la-kzona
794;Full Appetit 2;https://www.rappi.cl/restaurantes/900080224-full-appetit-2
795;Dulce Barquillo;https://www.rappi.cl/restaurantes/900080800-dulce-barquillo
796;Paradiso;https://www.rappi.cl/restaurantes/900018844-paradiso
797;Yalla Habibi-Comida Árabe;https://www.rappi.cl/restaurantes/900024760-yalla-habibi-comida-arabe
798;Tacos & Cuates - TexMex;https://www.rappi.cl/restaurantes/900025085-tacos-y-cuates-texmex
799;Oh My Teque!;https://www.rappi.cl/restaurantes/900038041-oh-my-teque
800;It's Just Wings;https://www.rappi.cl/restaurantes/900048825-its-just-wings
801;Tequenomania;https://www.rappi.cl/restaurantes/900074749-tequenomania
802;La Casa de Las Alitas;https://www.rappi.cl/restaurantes/900080676-la-casa-de-las-alitas
803;Para Veganos Food;https://www.rappi.cl/restaurantes/900083311-para-veganos-food
804;Don Pretzel;https://www.rappi.cl/restaurantes/900018569-don-pretzel
805;Don Shi;https://www.rappi.cl/restaurantes/900018952-don-shi
806;delicias del sinai;https://www.rappi.cl/restaurantes/900036459-delicias-del-sinai
807;POLLO' CLOCK;https://www.rappi.cl/restaurantes/900073228-pollo-clock
808;Burrito Vegan Bistró;https://www.rappi.cl/restaurantes/900075631-burrito-vegan-bistro
809;Delicia Sushi;https://www.rappi.cl/restaurantes/900083211-delicia-sushi
810;Pavarotti Pizza Vegani;https://www.rappi.cl/restaurantes/900083387-pavarotti-pizza-vegani
811;Pollos sin Fronteras;https://www.rappi.cl/restaurantes/900084049-pollos-sin-fronteras
812;Lima 17;https://www.rappi.cl/restaurantes/900015279-lima-17
813;Gran Chiquito;https://www.rappi.cl/restaurantes/900017287-gran-chiquito
814;Genovesa Pizzería;https://www.rappi.cl/restaurantes/900018666-genovesa-pizzeria
815;Rabello Pizza;https://www.rappi.cl/restaurantes/900027275-rabello-pizza
816;Pa' que Piques y te Rías;https://www.rappi.cl/restaurantes/900027706-pa-que-piques-y-te-rias
817;ANGUS BURGERS;https://www.rappi.cl/restaurantes/900066709-angus-burgers
818;Doctor Dulce Ñuñoa;https://www.rappi.cl/restaurantes/900080265-doctor-dulce-nunoa
819;Royal Food;https://www.rappi.cl/restaurantes/900081207-royal-food
820;Hamburguesa Parrillera;https://www.rappi.cl/restaurantes/900081234-hamburguesa-parrillera
821;Holy Donas;https://www.rappi.cl/restaurantes/900082412-holy-donas
822;Dragon Pizzeria;https://www.rappi.cl/restaurantes/900083031-dragon-pizzeria
823;El Peruanito;https://www.rappi.cl/restaurantes/485-el-peruanito
824;Rincon Paisano;https://www.rappi.cl/restaurantes/900014583-rincon-paisano
825;Club de Sushi;https://www.rappi.cl/restaurantes/900015084-club-de-sushi
826;Caribe Burger;https://www.rappi.cl/restaurantes/900015133-caribe-burger
827;Yiyi;https://www.rappi.cl/restaurantes/900015257-yiyi
828;Pizzeria Italia;https://www.rappi.cl/restaurantes/900016317-pizzeria-italia
829;Tostadisimo Pizza;https://www.rappi.cl/restaurantes/900017685-tostadisimo-pizza
830;Dimaky sushi fusión;https://www.rappi.cl/restaurantes/900022009-dimaky-sushi-fusion
831;Wakai;https://www.rappi.cl/restaurantes/900022033-wakai
832;Burguer’s 310 República;https://www.rappi.cl/restaurantes/900023300-burguers-310-republica
833;Caffé Di Luca;https://www.rappi.cl/restaurantes/900023746-caffe-di-luca
834;La Muzza Pizzería;https://www.rappi.cl/restaurantes/900024674-la-muzza-pizzeria
835;Leaf - Just Fresh Salads;https://www.rappi.cl/restaurantes/900025099-leaf-just-fresh-salads
836;Empanadas San Valentino;https://www.rappi.cl/restaurantes/900027493-empanadas-san-valentino
837;La Fabrica Craft Beer;https://www.rappi.cl/restaurantes/900027752-la-fabrica-craft-beer
838;José Ramón 277;https://www.rappi.cl/restaurantes/900027765-jose-ramon-277
839;The Greek;https://www.rappi.cl/restaurantes/900029078-the-greek
840;Menchoy Restaurant;https://www.rappi.cl/restaurantes/900031837-menchoy-restaurant
841;Suo Food;https://www.rappi.cl/restaurantes/900032139-suo-food
842;California Chicken;https://www.rappi.cl/restaurantes/900035482-california-chicken
843;Cupbab Express;https://www.rappi.cl/restaurantes/900035620-cupbab-express
844;Lui Kung;https://www.rappi.cl/restaurantes/900036400-lui-kung
845;Ismaelle Food Coffee;https://www.rappi.cl/restaurantes/900036773-ismaelle-food-coffee
846;JE Burger;https://www.rappi.cl/restaurantes/900037290-je-burger
847;ENCANTO LIMEÑO;https://www.rappi.cl/restaurantes/900037587-encanto-limeno
848;Chicho's;https://www.rappi.cl/restaurantes/900039159-chichos
849;La Patrona;https://www.rappi.cl/restaurantes/900040962-la-patrona
850;Tasty Salad;https://www.rappi.cl/restaurantes/900041108-tasty-salad
851;El Puerto - Sabores del Mundo;https://www.rappi.cl/restaurantes/900041324-el-puerto-sabores-del-mundo
852;Sabor al Toque;https://www.rappi.cl/restaurantes/900057076-sabor-al-toque
853;All Star Burger;https://www.rappi.cl/restaurantes/900065963-all-star-burger
854;Burritos Kahlo;https://www.rappi.cl/restaurantes/900065964-burritos-kahlo
855;Chicken What?;https://www.rappi.cl/restaurantes/900066815-chicken-what
856;Seven Sushi;https://www.rappi.cl/restaurantes/900066887-seven-sushi
857;Wenappetit Encomenderos;https://www.rappi.cl/restaurantes/900067035-wenappetit-encomenderos
858;Torripizza;https://www.rappi.cl/restaurantes/900067814-torripizza
859;Chickengine;https://www.rappi.cl/restaurantes/900074463-chickengine
860;Sanguches la Weá;https://www.rappi.cl/restaurantes/900075655-sanguches-la-wea
861;Origami Vegan Wok;https://www.rappi.cl/restaurantes/900075691-origami-vegan-wok
862;La Choreria Waffles;https://www.rappi.cl/restaurantes/900077339-la-choreria-waffles
863;Chicken Pork;https://www.rappi.cl/restaurantes/900077459-chicken-pork
864;Lolita Canela;https://www.rappi.cl/restaurantes/900078113-lolita-canela
865;La Galera Chile;https://www.rappi.cl/restaurantes/900078352-la-galera-chile
866;Chancho Rey;https://www.rappi.cl/restaurantes/900079067-chancho-rey
867;Cafe 56;https://www.rappi.cl/restaurantes/900079259-cafe-56
868;El Rocoto Norteno;https://www.rappi.cl/restaurantes/900079287-el-rocoto-norteno
869;Sow;https://www.rappi.cl/restaurantes/900080165-sow
870;Brother Hood Ñuñoa;https://www.rappi.cl/restaurantes/900080264-brother-hood-nunoa
871;El Mundo Del Tequeño la Reina;https://www.rappi.cl/restaurantes/900080625-el-mundo-del-tequeno-la-reina
872;La Casa de Las Hamburguesas;https://www.rappi.cl/restaurantes/900080674-la-casa-de-las-hamburguesas
873;Cafeteria Cat Paw;https://www.rappi.cl/restaurantes/900080879-cafeteria-cat-paw
874;Torripizza Cl;https://www.rappi.cl/restaurantes/900081644-torripizza-cl
875;Kinari Sushi Nikkei;https://www.rappi.cl/restaurantes/900081740-kinari-sushi-nikkei
876;SUSHINIKKEI 17;https://www.rappi.cl/restaurantes/900082476-sushinikkei-17
877;Crispy Waffles;https://www.rappi.cl/restaurantes/900083499-crispy-waffles
878;La Orquidea Pasteleria;https://www.rappi.cl/restaurantes/900083683-la-orquidea-pasteleria
879;El Mero Mero;https://www.rappi.cl/restaurantes/900083781-el-mero-mero
880;Cele Sushi Ñuñoa;https://www.rappi.cl/restaurantes/900083986-cele-sushi-nunoa
881;Fabric Burger Suecia;https://www.rappi.cl/restaurantes/900084030-fabric-burger-suecia
882;Puinare Burger Grill Spa;https://www.rappi.cl/restaurantes/900084521-puinare-burger-grill-spa
883;Bambu Gourmet;https://www.rappi.cl/restaurantes/900084727-bambu-gourmet
884;Rincon Dulciera;https://www.rappi.cl/restaurantes/900084897-rincon-dulciera
885;El Garaje de la Chanchita;https://www.rappi.cl/restaurantes/900020604-el-garaje-de-la-chanchita
886;Café Loreto;https://www.rappi.cl/restaurantes/900027763-cafe-loreto
887;Poke Fresh;https://www.rappi.cl/restaurantes/900029954-poke-fresh
888;Bravazzo;https://www.rappi.cl/restaurantes/900030380-bravazzo
889;The Green Burger;https://www.rappi.cl/restaurantes/900031912-the-green-burger
890;Porky;https://www.rappi.cl/restaurantes/900032042-porky
891;El Gran Bitute Recoleta;https://www.rappi.cl/restaurantes/900035759-el-gran-bitute-recoleta
892;Ciento Trece;https://www.rappi.cl/restaurantes/900036896-ciento-trece
893;Kapitan Frei Sushi;https://www.rappi.cl/restaurantes/900038646-kapitan-frei-sushi
894;Queen Burger;https://www.rappi.cl/restaurantes/900039470-queen-burger
895;toshiro sushi nikkei;https://www.rappi.cl/restaurantes/900040764-toshiro-sushi-nikkei
896;Embelecos;https://www.rappi.cl/restaurantes/900064874-embelecos
897;Happy Coffe;https://www.rappi.cl/restaurantes/900070304-happy-coffe
898;Santa Burga;https://www.rappi.cl/restaurantes/900073397-santa-burga
899;Sangucheria Bacan;https://www.rappi.cl/restaurantes/900073824-sangucheria-bacan
900;The Work Wings;https://www.rappi.cl/restaurantes/900074425-the-work-wings
901;Cream Roll;https://www.rappi.cl/restaurantes/900075496-cream-roll
902;Kikai Sushi;https://www.rappi.cl/restaurantes/900077439-kikai-sushi
903;Vapizza;https://www.rappi.cl/restaurantes/900077684-vapizza
904;The Wings Of The World la Reina;https://www.rappi.cl/restaurantes/900078755-the-wings-of-the-world-la-reina
905;Kao Asian Food;https://www.rappi.cl/restaurantes/900080147-kao-asian-food
906;The Vurger Ñuñoa;https://www.rappi.cl/restaurantes/900080347-the-vurger-nunoa
907;El Expresso Burger;https://www.rappi.cl/restaurantes/900082052-el-expresso-burger
908;Restaurant Peruano Inca Mapu;https://www.rappi.cl/restaurantes/900083284-restaurant-peruano-inca-mapu
909;Togarashi Nikkei y Sushi;https://www.rappi.cl/restaurantes/900083304-togarashi-nikkei-y-sushi
910;Gusti Pasta Vegani;https://www.rappi.cl/restaurantes/900083405-gusti-pasta-vegani
911;Roosterbull;https://www.rappi.cl/restaurantes/900083849-roosterbull
912;Gorbea Sushi;https://www.rappi.cl/restaurantes/900083851-gorbea-sushi
913;Holleer Restobar Providencia;https://www.rappi.cl/restaurantes/900084005-holleer-restobar-providencia
914;Charlies Tavern;https://www.rappi.cl/restaurantes/900084080-charlies-tavern
915;Mister Poncho Burgers;https://www.rappi.cl/restaurantes/900084287-mister-poncho-burgers
916;Alminuto Sushi;https://www.rappi.cl/restaurantes/900084469-alminuto-sushi
917;Kanda Thai;https://www.rappi.cl/restaurantes/900084632-kanda-thai
918;Shabuum;https://www.rappi.cl/restaurantes/900084696-shabuum
919;Alminuto Foods;https://www.rappi.cl/restaurantes/900084832-alminuto-foods
920;Il Romano Portugal;https://www.rappi.cl/restaurantes/900084846-il-romano-portugal
921;Restobar Santiago;https://www.rappi.cl/restaurantes/900084876-restobar-santiago
922;Fuente los Bravos;https://www.rappi.cl/restaurantes/900084903-fuente-los-bravos
923;Shawarma Rafred;https://www.rappi.cl/restaurantes/900084938-shawarma-rafred
924;Mas Pizza Delivery;https://www.rappi.cl/restaurantes/900085081-mas-pizza-delivery
925;Don Chaquito Pollo a Las Brasas;https://www.rappi.cl/restaurantes/900085199-don-chaquito-pollo-a-las-brasas
926;Yu Sushi;https://www.rappi.cl/restaurantes/900085266-yu-sushi
927;Crema y Nata;https://www.rappi.cl/restaurantes/900085271-crema-y-nata
928;La Pepiteria Gourmet;https://www.rappi.cl/restaurantes/900085272-la-pepiteria-gourmet
929;D Burger;https://www.rappi.cl/restaurantes/900085304-d-burger
930;Fuente Dely;https://www.rappi.cl/restaurantes/900085342-fuente-dely
931;Pilaos;https://www.rappi.cl/restaurantes/900085355-pilaos
932;Almud Papas;https://www.rappi.cl/restaurantes/900085427-almud-papas
933;Woody Coffee And Bakery;https://www.rappi.cl/restaurantes/900085524-woody-coffee-and-bakery
934;Chicken Little Fried;https://www.rappi.cl/restaurantes/900085537-chicken-little-fried
935;History Sandwich;https://www.rappi.cl/restaurantes/900085555-history-sandwich
936;Benjamin Alvarado Gastronomia;https://www.rappi.cl/restaurantes/900085557-benjamin-alvarado-gastronomia
937;El Rincon Gourmet Sushi;https://www.rappi.cl/restaurantes/900085607-el-rincon-gourmet-sushi
938;MADS'S PIZZA;https://www.rappi.cl/restaurantes/900085616-madss-pizza
939;El Rincon Gourmet;https://www.rappi.cl/restaurantes/900085618-el-rincon-gourmet
940;Rikarepa;https://www.rappi.cl/restaurantes/900085623-rikarepa
941;Quiroz Cafe;https://www.rappi.cl/restaurantes/900085667-quiroz-cafe
942;Imperio Oriental;https://www.rappi.cl/restaurantes/486-imperio-oriental
943;Tambo;https://www.rappi.cl/restaurantes/900014572-tambo
944;Oro y Carbón;https://www.rappi.cl/restaurantes/900014596-oro-y-carbon
945;Casa Capellan;https://www.rappi.cl/restaurantes/900015758-casa-capellan
946;Hayato Sushi;https://www.rappi.cl/restaurantes/900015898-hayato-sushi
947;Pica Perú;https://www.rappi.cl/restaurantes/900016240-pica-peru
